Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2023-104070,2023-02-08,2023-02-11,Second Class,CU-0236,Consumer,South,Tennessee,Office Supplies,Binders,277.32,1,0.0,163.42
CA-2021-104071,2021-09-13,2021-09-13,Same Day,CU-0475,Corporate,Central,Illinois,Technology,Copiers,759.04,1,0.0,320.8
CA-2022-104072,2022-11-23,2022-11-28,Standard Class,CU-0324,Consumer,South,Arkansas,Furniture,Chairs,334.46,2,0.3,27.49
CA-2021-104073,2021-03-16,2021-03-21,Standard Class,CU-0417,Consumer,Central,Minnesota,Technology,Phones,5279.16,6,0.0,2261.3
CA-2022-104074,2022-06-03,2022-06-08,Standard Class,CU-0491,Consumer,West,Utah,Office Supplies,Fasteners,68.36,4,0.1,37.75
CA-2022-104075,2022-01-27,2022-02-01,Standard Class,CU-0247,Corporate,West,Utah,Office Supplies,Paper,79.96,1,0.15,33.17
CA-2023-104076,2023-03-10,2023-03-15,Standard Class,CU-0103,Consumer,Central,Illinois,Furniture,Tables,6965.63,7,0.0,1044.2
CA-2023-104077,2023-11-01,2023-11-03,First Class,CU-0515,Corporate,East,New Jersey,Technology,Phones,212.26,1,0.2,71.77
CA-2021-104078,2021-12-02,2021-12-07,Standard Class,CU-0528,Home Office,East,Virginia,Furniture,Tables,1479.72,4,0.0,94.07
CA-2021-104079,2021-05-03,2021-05-06,Second Class,CU-0429,Consumer,South,Kentucky,Office Supplies,Envelopes,141.3,6,0.4,43.75
CA-2020-104080,2020-05-06,2020-05-11,Standard Class,CU-0453,Consumer,West,Oregon,Office Supplies,Paper,19.37,2,0.4,4.54
CA-2023-104081,2023-06-05,2023-06-07,First Class,CU-0466,Corporate,West,Arizona,Office Supplies,Storage,339.82,1,0.0,154.33
CA-2023-104082,2023-09-20,2023-09-23,Second Class,CU-0792,Consumer,Central,Texas,Office Supplies,Binders,115.88,2,0.4,19.26
CA-2022-104083,2022-08-11,2022-08-16,Standard Class,CU-0285,Consumer,East,New Jersey,Furniture,Chairs,271.44,1,0.0,76.89
CA-2023-104084,2023-12-11,2023-12-16,Standard Class,CU-0320,Corporate,East,North Carolina,Furniture,Chairs,996.87,3,0.0,438.48
CA-2021-104085,2021-08-08,2021-08-08,Same Day,CU-0356,Consumer,Central,Minnesota,Technology,Phones,1098.11,1,0.0,417.8
CA-2021-104086,2021-07-06,2021-07-11,Standard Class,CU-0370,Consumer,East,Massachusetts,Technology,Phones,1748.35,4,0.15,560.01
CA-2022-104087,2022-12-25,2022-12-30,Standard Class,CU-0018,Home Office,Central,Wisconsin,Office Supplies,Binders,215.15,2,0.15,113.82
CA-2021-104088,2021-11-04,2021-11-09,Standard Class,CU-0013,Consumer,West,Colorado,Furniture,Bookcases,1762.04,4,0.3,117.08
CA-2021-104089,2021-11-25,2021-11-28,Second Class,CU-0661,Consumer,East,Georgia,Office Supplies,Labels,30.22,2,0.1,18.15
CA-2023-104090,2023-12-27,2024-01-01,Standard Class,CU-0444,Corporate,West,Nevada,Office Supplies,Binders,6.48,1,0.5,0.09
CA-2023-104091,2023-05-27,2023-06-01,Standard Class,CU-0383,Consumer,West,Arizona,Office Supplies,Paper,46.22,1,0.0,24.78
CA-2020-104092,2020-11-19,2020-11-24,Standard Class,CU-0595,Corporate,West,Montana,Technology,Copiers,10886.25,3,0.0,3814.25
CA-2023-104093,2023-12-17,2023-12-22,Standard Class,CU-0308,Corporate,West,Colorado,Office Supplies,Fasteners,4.64,2,0.0,2.78
CA-2022-104094,2022-08-08,2022-08-11,Second Class,CU-0625,Home Office,Central,Minnesota,Furniture,Furnishings,180.37,1,0.1,65.61
CA-2020-104095,2020-10-16,2020-10-21,Standard Class,CU-0284,Home Office,West,Colorado,Furniture,Chairs,147.32,1,0.0,51.47
CA-2022-104096,2022-11-22,2022-11-22,Same Day,CU-0369,Consumer,East,New York,Office Supplies,Paper,114.48,3,0.0,57.06
CA-2023-104097,2023-05-24,2023-05-29,Standard Class,CU-0310,Corporate,East,New Jersey,Technology,Copiers,16451.33,7,0.15,3491.69
CA-2022-104098,2022-07-09,2022-07-14,Standard Class,CU-0604,Corporate,South,Kentucky,Furniture,Tables,1803.46,2,0.15,-204.18
CA-2021-104099,2021-08-15,2021-08-20,Standard Class,CU-0080,Home Office,East,Pennsylvania,Office Supplies,Storage,186.06,1,0.2,64.71
CA-2023-104100,2023-12-10,2023-12-15,Standard Class,CU-0530,Home Office,East,New Jersey,Furniture,Bookcases,1012.15,3,0.15,115.74
CA-2023-104101,2023-01-04,2023-01-09,Standard Class,CU-0082,Home Office,East,New York,Furniture,Tables,3561.88,4,0.0,-49.78
CA-2020-104102,2020-06-02,2020-06-07,Standard Class,CU-0010,Consumer,South,Florida,Furniture,Bookcases,1477.48,2,0.0,284.33
CA-2023-104103,2023-10-20,2023-10-25,Standard Class,CU-0593,Corporate,East,Ohio,Technology,Accessories,98.12,1,0.15,46.17
CA-2020-104104,2020-12-04,2020-12-06,First Class,CU-0408,Consumer,West,Arizona,Technology,Machines,6962.69,7,0.15,2172.7
CA-2022-104105,2022-03-21,2022-03-26,Standard Class,CU-0640,Consumer,Central,Indiana,Technology,Accessories,130.56,1,0.1,58.46
CA-2023-104106,2023-05-26,2023-05-31,Standard Class,CU-0257,Corporate,East,Ohio,Furniture,Furnishings,64.46,3,0.15,17.43
CA-2021-104107,2021-08-23,2021-08-23,Same Day,CU-0077,Corporate,South,Florida,Technology,Copiers,1263.81,1,0.4,29.65
CA-2022-104108,2022-07-02,2022-07-07,Standard Class,CU-0323,Consumer,West,Oregon,Technology,Copiers,10511.96,4,0.0,3923.35
CA-2020-104109,2020-11-07,2020-11-12,Standard Class,CU-0770,Corporate,East,New York,Office Supplies,Envelopes,86.71,3,0.3,21.71
CA-2022-104110,2022-06-20,2022-06-25,Standard Class,CU-0314,Consumer,Central,Michigan,Office Supplies,Paper,223.13,4,0.3,98.79
CA-2023-104111,2023-01-21,2023-01-26,Standard Class,CU-0566,Corporate,Central,Michigan,Technology,Accessories,1420.9,5,0.0,744.29
CA-2021-104112,2021-11-17,2021-11-22,Standard Class,CU-0080,Consumer,Central,Illinois,Technology,Phones,398.33,2,0.3,37.44
CA-2023-104113,2023-11-21,2023-11-26,Standard Class,CU-0583,Corporate,Central,Illinois,Technology,Accessories,546.24,6,0.0,252.41
CA-2023-104114,2023-12-12,2023-12-17,Standard Class,CU-0284,Consumer,South,Arkansas,Technology,Copiers,4737.31,2,0.2,930.68
CA-2020-104115,2020-05-27,2020-05-30,Second Class,CU-0506,Home Office,West,Utah,Office Supplies,Fasteners,103.46,7,0.0,52.28
CA-2022-104116,2022-04-04,2022-04-09,Standard Class,CU-0205,Consumer,Central,Michigan,Office Supplies,Binders,243.49,3,0.1,108.76
CA-2020-104117,2020-05-12,2020-05-14,First Class,CU-0332,Home Office,East,New Jersey,Technology,Accessories,650.76,3,0.0,357.8
CA-2023-104118,2023-03-22,2023-03-27,Standard Class,CU-0402,Consumer,East,Ohio,Technology,Accessories,258.1,1,0.3,78.98
CA-2022-104119,2022-10-16,2022-10-18,First Class,CU-0405,Corporate,Central,Michigan,Furniture,Tables,878.16,4,0.0,20.46
CA-2023-104120,2023-10-03,2023-10-08,Standard Class,CU-0212,Consumer,West,Montana,Technology,Phones,792.78,1,0.0,331.13
CA-2021-104121,2021-05-21,2021-05-23,First Class,CU-0672,Consumer,South,Arkansas,Technology,Copiers,13215.8,4,0.15,2329.66
CA-2022-104122,2022-12-26,2022-12-29,Second Class,CU-0438,Corporate,Central,Missouri,Furniture,Bookcases,177.1,1,0.1,45.33
CA-2022-104123,2022-04-20,2022-04-22,First Class,CU-0546,Corporate,South,Oklahoma,Technology,Accessories,330.48,2,0.2,127.95
CA-2022-104124,2022-12-19,2022-12-21,First Class,CU-0330,Consumer,South,Tennessee,Furniture,Tables,3974.58,3,0.0,116.7
CA-2021-104125,2021-11-04,2021-11-06,First Class,CU-0189,Consumer,South,Arkansas,Office Supplies,Appliances,370.06,1,0.15,115.08
CA-2022-104126,2022-04-08,2022-04-13,Standard Class,CU-0147,Corporate,East,Georgia,Office Supplies,Binders,569.42,2,0.0,285.0
CA-2023-104127,2023-04-09,2023-04-09,Same Day,CU-0747,Corporate,East,Pennsylvania,Office Supplies,Paper,64.98,1,0.0,37.36
CA-2021-104128,2021-05-05,2021-05-10,Standard Class,CU-0074,Corporate,South,Arkansas,Technology,Copiers,6285.24,2,0.1,2225.73
CA-2023-104129,2023-10-05,2023-10-10,Standard Class,CU-0749,Consumer,East,North Carolina,Furniture,Furnishings,30.84,3,0.0,12.92
CA-2023-104130,2023-12-22,2023-12-27,Standard Class,CU-0300,Home Office,South,Mississippi,Office Supplies,Supplies,35.37,3,0.0,14.23
CA-2022-104131,2022-06-23,2022-06-28,Standard Class,CU-0216,Consumer,East,Georgia,Technology,Accessories,205.7,2,0.2,82.87
CA-2020-104132,2020-08-26,2020-08-31,Standard Class,CU-0347,Corporate,West,Montana,Technology,Copiers,10328.69,4,0.15,3206.24
CA-2022-104133,2022-02-17,2022-02-22,Standard Class,CU-0681,Consumer,South,Alabama,Technology,Machines,5163.24,4,0.0,1336.97
CA-2020-104134,2020-12-01,2020-12-06,Standard Class,CU-0210,Corporate,East,New Jersey,Technology,Accessories,624.51,2,0.15,267.12
CA-2023-104135,2023-06-19,2023-06-22,Second Class,CU-0759,Home Office,West,Montana,Office Supplies,Supplies,190.32,2,0.0,77.85
CA-2022-104136,2022-04-08,2022-04-13,Standard Class,CU-0755,Consumer,West,Montana,Technology,Copiers,1667.31,1,0.2,239.49
CA-2022-104137,2022-03-14,2022-03-19,Standard Class,CU-0538,Corporate,East,New York,Office Supplies,Envelopes,20.35,1,0.1,9.68
CA-2023-104138,2023-08-15,2023-08-18,Second Class,CU-0758,Corporate,East,North Carolina,Office Supplies,Appliances,636.34,2,0.0,205.42
CA-2020-104139,2020-06-08,2020-06-10,First Class,CU-0645,Home Office,Central,Missouri,Furniture,Furnishings,19.18,1,0.15,4.16
CA-2020-104140,2020-01-21,2020-01-26,Standard Class,CU-0533,Home Office,East,New York,Office Supplies,Binders,154.56,1,0.0,73.58
CA-2023-104141,2023-09-26,2023-09-28,First Class,CU-0657,Corporate,East,New York,Office Supplies,Envelopes,62.07,2,0.15,30.39
CA-2020-104142,2020-11-04,2020-11-09,Standard Class,CU-0645,Consumer,East,New Jersey,Furniture,Tables,1719.4,2,0.1,-140.01
CA-2021-104143,2021-10-08,2021-10-13,Standard Class,CU-0764,Corporate,South,Kentucky,Office Supplies,Supplies,73.16,2,0.5,-0.55
CA-2022-104144,2022-12-12,2022-12-17,Standard Class,CU-0577,Consumer,West,Arizona,Office Supplies,Art,148.6,5,0.0,64.7
CA-2023-104145,2023-08-03,2023-08-06,Second Class,CU-0094,Corporate,Central,Wisconsin,Furniture,Tables,2188.1,2,0.0,-2.06
CA-2023-104146,2023-07-16,2023-07-18,First Class,CU-0762,Consumer,East,North Carolina,Office Supplies,Binders,229.2,2,0.0,125.57
CA-2022-104147,2022-03-23,2022-03-26,Second Class,CU-0462,Home Office,South,Alabama,Technology,Copiers,1087.26,1,0.2,208.67
CA-2021-104148,2021-11-16,2021-11-21,Standard Class,CU-0536,Consumer,Central,Michigan,Furniture,Furnishings,48.05,1,0.4,-4.01
CA-2021-104149,2021-11-27,2021-11-30,Second Class,CU-0381,Consumer,East,Pennsylvania,Office Supplies,Envelopes,25.83,1,0.15,11.58
CA-2022-104150,2022-12-13,2022-12-13,Same Day,CU-0414,Corporate,Central,Missouri,Technology,Machines,1429.29,1,0.5,-293.41
CA-2020-104151,2020-05-19,2020-05-24,Standard Class,CU-0210,Consumer,South,Florida,Furniture,Tables,656.94,1,0.15,-45.61
CA-2022-104152,2022-01-05,2022-01-08,Second Class,CU-0270,Corporate,West,California,Office Supplies,Fasteners,34.8,2,0.0,16.33
CA-2021-104153,2021-10-17,2021-10-22,Standard Class,CU-0761,Corporate,West,Arizona,Office Supplies,Art,65.56,1,0.0,38.93
CA-2020-104154,2020-09-20,2020-09-25,Standard Class,CU-0577,Corporate,Central,Indiana,Office Supplies,Envelopes,62.73,2,0.15,28.41
CA-2022-104155,2022-07-03,2022-07-08,Standard Class,CU-0624,Home Office,East,Georgia,Technology,Accessories,287.95,1,0.0,107.18
CA-2022-104156,2022-11-06,2022-11-09,Second Class,CU-0196,Consumer,South,Mississippi,Office Supplies,Appliances,40.48,2,0.0,14.5
CA-2023-104157,2023-12-15,2023-12-20,Standard Class,CU-0750,Corporate,East,Virginia,Office Supplies,Supplies,52.62,1,0.0,26.24
CA-2021-104158,2021-11-22,2021-11-25,Second Class,CU-0081,Corporate,West,Colorado,Office Supplies,Labels,19.68,1,0.1,10.66
CA-2020-104159,2020-07-08,2020-07-10,First Class,CU-0459,Consumer,Central,Missouri,Office Supplies,Art,158.0,5,0.0,74.2
CA-2023-104160,2023-12-16,2023-12-19,Second Class,CU-0348,Corporate,South,Tennessee,Office Supplies,Paper,62.0,1,0.0,38.22
CA-2021-104161,2021-07-22,2021-07-27,Standard Class,CU-0045,Consumer,South,Arkansas,Office Supplies,Fasteners,14.96,1,0.2,6.01
CA-2021-104162,2021-11-15,2021-11-20,Standard Class,CU-0376,Consumer,Central,Wisconsin,Office Supplies,Fasteners,12.57,1,0.1,6.74
CA-2023-104163,2023-10-19,2023-10-19,Same Day,CU-0155,Corporate,South,Tennessee,Technology,Phones,1925.06,2,0.0,922.81
CA-2023-104164,2023-11-16,2023-11-21,Standard Class,CU-0219,Corporate,West,Montana,Office Supplies,Labels,35.24,2,0.0,18.1
CA-2022-104165,2022-06-02,2022-06-07,Standard Class,CU-0641,Consumer,Central,Texas,Technology,Machines,6188.97,3,0.0,1827.15
CA-2020-104166,2020-07-26,2020-07-29,Second Class,CU-0393,Corporate,West,Washington,Technology,Machines,3699.68,4,0.0,1376.42
CA-2020-104167,2020-12-01,2020-12-06,Standard Class,CU-0545,Corporate,South,Kentucky,Furniture,Chairs,182.87,1,0.2,21.93
CA-2020-104168,2020-05-06,2020-05-09,Second Class,CU-0065,Corporate,Central,Illinois,Office Supplies,Envelopes,15.2,1,0.0,8.72
CA-2022-104169,2022-06-18,2022-06-20,First Class,CU-0353,Consumer,West,Nevada,Furniture,Bookcases,108.82,1,0.0,25.42
CA-2020-104170,2020-10-03,2020-10-08,Standard Class,CU-0712,Consumer,Central,Iowa,Office Supplies,Labels,74.82,3,0.1,44.88
CA-2021-104171,2021-04-14,2021-04-19,Standard Class,CU-0108,Corporate,West,Montana,Technology,Copiers,11667.74,3,0.2,1514.2
CA-2023-104172,2023-02-25,2023-02-27,First Class,CU-0641,Consumer,Central,Missouri,Technology,Accessories,335.69,2,0.4,77.19
CA-2022-104173,2022-12-03,2022-12-08,Standard Class,CU-0579,Consumer,West,Colorado,Technology,Copiers,2954.34,1,0.3,-2.5
CA-2020-104174,2020-11-09,2020-11-14,Standard Class,CU-0711,Home Office,Central,Texas,Technology,Phones,1407.77,4,0.4,137.71
CA-2023-104175,2023-10-24,2023-10-27,Second Class,CU-0708,Home Office,East,New York,Technology,Machines,3545.97,3,0.0,1127.47
CA-2021-104176,2021-02-16,2021-02-18,First Class,CU-0753,Consumer,South,Mississippi,Furniture,Chairs,1302.26,2,0.1,377.46
CA-2020-104177,2020-10-16,2020-10-18,First Class,CU-0315,Consumer,East,Massachusetts,Office Supplies,Labels,28.97,1,0.15,16.81
CA-2022-104178,2022-12-24,2022-12-29,Standard Class,CU-0630,Consumer,East,New York,Office Supplies,Paper,84.36,2,0.0,52.23
CA-2021-104179,2021-10-24,2021-10-26,First Class,CU-0785,Consumer,West,Nevada,Furniture,Chairs,235.06,2,0.0,79.19
CA-2020-104180,2020-07-03,2020-07-05,First Class,CU-0306,Consumer,West,Washington,Technology,Accessories,582.98,4,0.2,145.86
CA-2023-104181,2023-11-17,2023-11-20,Second Class,CU-0015,Corporate,West,Nevada,Technology,Accessories,571.76,2,0.15,183.3
CA-2022-104182,2022-04-24,2022-04-27,Second Class,CU-0739,Consumer,West,California,Technology,Copiers,15697.04,5,0.1,4338.8
CA-2021-104183,2021-01-15,2021-01-20,Standard Class,CU-0452,Consumer,West,Oregon,Office Supplies,Envelopes,25.7,2,0.4,2.75
CA-2022-104184,2022-09-24,2022-09-29,Standard Class,CU-0106,Home Office,East,Ohio,Office Supplies,Envelopes,34.66,2,0.0,18.22
CA-2021-104185,2021-01-17,2021-01-22,Standard Class,CU-0068,Consumer,East,North Carolina,Technology,Phones,2483.08,2,0.1,649.86
CA-2020-104186,2020-11-04,2020-11-09,Standard Class,CU-0674,Consumer,East,Massachusetts,Technology,Copiers,7841.98,2,0.15,2705.77
CA-2023-104187,2023-03-07,2023-03-09,First Class,CU-0688,Corporate,Central,Indiana,Furniture,Furnishings,151.94,1,0.15,62.23
CA-2023-104188,2023-08-05,2023-08-10,Standard Class,CU-0007,Home Office,West,Utah,Office Supplies,Supplies,44.55,1,0.0,22.14
CA-2020-104189,2020-11-22,2020-11-25,Second Class,CU-0069,Consumer,West,Arizona,Furniture,Tables,1068.53,1,0.0,105.76
CA-2022-104190,2022-11-14,2022-11-19,Standard Class,CU-0120,Corporate,East,Pennsylvania,Office Supplies,Appliances,182.63,1,0.3,18.11
CA-2021-104191,2021-07-19,2021-07-24,Standard Class,CU-0109,Consumer,East,Virginia,Technology,Accessories,356.42,1,0.15,163.79
CA-2020-104192,2020-10-07,2020-10-12,Standard Class,CU-0726,Consumer,West,Washington,Office Supplies,Supplies,185.56,4,0.0,90.05
CA-2020-104193,2020-05-13,2020-05-18,Standard Class,CU-0681,Consumer,West,Oregon,Office Supplies,Binders,501.99,2,0.15,272.57
CA-2020-104194,2020-08-08,2020-08-13,Standard Class,CU-0161,Corporate,East,North Carolina,Furniture,Chairs,1804.72,2,0.0,630.33
CA-2022-104195,2022-07-10,2022-07-15,Standard Class,CU-0421,Home Office,Central,Iowa,Technology,Phones,605.55,1,0.2,173.2
CA-2021-104196,2021-02-20,2021-02-25,Standard Class,CU-0052,Home Office,South,Oklahoma,Office Supplies,Envelopes,53.2,2,0.2,27.22
CA-2021-104197,2021-05-27,2021-06-01,Standard Class,CU-0206,Corporate,Central,Indiana,Furniture,Tables,1021.5,1,0.15,25.63
CA-2021-104198,2021-09-24,2021-09-29,Standard Class,CU-0366,Home Office,South,Mississippi,Office Supplies,Binders,759.08,4,0.0,420.67
CA-2020-104199,2020-10-01,2020-10-04,Second Class,CU-0481,Corporate,East,New York,Office Supplies,Appliances,1082.94,3,0.0,406.75
CA-2023-104200,2023-10-15,2023-10-18,Second Class,CU-0370,Corporate,East,New Jersey,Technology,Accessories,138.42,1,0.2,57.87
CA-2021-104201,2021-03-07,2021-03-12,Standard Class,CU-0017,Home Office,East,Ohio,Technology,Machines,3145.08,2,0.0,1209.76
CA-2021-104202,2021-09-09,2021-09-09,Same Day,CU-0257,Consumer,South,Arkansas,Technology,Phones,972.45,5,0.0,343.81
CA-2020-104203,2020-12-11,2020-12-13,First Class,CU-0452,Consumer,Central,Michigan,Technology,Phones,688.41,1,0.3,185.66
CA-2022-104204,2022-12-24,2022-12-26,First Class,CU-0605,Consumer,West,Washington,Furniture,Bookcases,924.55,3,0.4,-103.95
CA-2021-104205,2021-08-03,2021-08-08,Standard Class,CU-0067,Corporate,East,New Jersey,Technology,Phones,455.46,1,0.2,124.59
CA-2022-104206,2022-03-20,2022-03-25,Standard Class,CU-0588,Consumer,East,New York,Technology,Accessories,250.85,1,0.15,87.02
CA-2020-104207,2020-04-16,2020-04-21,Standard Class,CU-0608,Corporate,East,Massachusetts,Office Supplies,Art,70.79,4,0.15,27.07
CA-2020-104208,2020-04-25,2020-04-30,Standard Class,CU-0218,Consumer,West,Arizona,Office Supplies,Envelopes,6.08,1,0.0,2.85
CA-2022-104209,2022-01-15,2022-01-20,Standard Class,CU-0004,Consumer,East,New Jersey,Technology,Copiers,10355.79,3,0.0,2966.2
CA-2023-104210,2023-08-01,2023-08-06,Standard Class,CU-0660,Corporate,East,Massachusetts,Technology,Copiers,7634.58,2,0.15,1844.74
CA-2021-104211,2021-02-05,2021-02-08,Second Class,CU-0514,Corporate,Central,Missouri,Office Supplies,Paper,178.9,5,0.0,92.37
CA-2021-104212,2021-01-20,2021-01-25,Standard Class,CU-0287,Consumer,South,Alabama,Office Supplies,Labels,13.31,1,0.3,5.89
CA-2021-104213,2021-09-19,2021-09-24,Standard Class,CU-0612,Consumer,South,Louisiana,Technology,Accessories,167.65,2,0.2,73.32
CA-2020-104214,2020-09-12,2020-09-17,Standard Class,CU-0043,Home Office,South,Kentucky,Furniture,Bookcases,413.16,3,0.0,79.49
CA-2022-104215,2022-08-03,2022-08-05,First Class,CU-0782,Home Office,East,Ohio,Office Supplies,Storage,440.96,1,0.0,157.08
CA-2021-104216,2021-10-16,2021-10-19,Second Class,CU-0136,Corporate,Central,Wisconsin,Technology,Copiers,11497.76,4,0.2,3423.08
CA-2020-104217,2020-06-18,2020-06-18,Same Day,CU-0770,Corporate,West,Arizona,Furniture,Furnishings,113.14,1,0.1,31.41
CA-2020-104218,2020-02-27,2020-03-01,Second Class,CU-0789,Consumer,West,Colorado,Technology,Machines,11132.95,5,0.0,2711.82
CA-2022-104219,2022-07-27,2022-08-01,Standard Class,CU-0698,Corporate,East,Ohio,Technology,Phones,792.55,1,0.0,365.94
CA-2022-104220,2022-10-21,2022-10-26,Standard Class,CU-0687,Home Office,West,California,Office Supplies,Fasteners,19.82,2,0.0,8.7
CA-2022-104221,2022-04-18,2022-04-20,First Class,CU-0077,Corporate,East,New Jersey,Office Supplies,Paper,113.25,1,0.0,66.83
CA-2022-104222,2022-01-01,2022-01-06,Standard Class,CU-0496,Consumer,West,Washington,Office Supplies,Storage,425.53,1,0.0,153.87
CA-2022-104223,2022-03-07,2022-03-12,Standard Class,CU-0220,Corporate,East,Ohio,Technology,Copiers,27736.38,7,0.1,5953.49
CA-2023-104224,2023-03-17,2023-03-19,First Class,CU-0338,Consumer,East,Massachusetts,Technology,Phones,171.8,2,0.0,78.77
CA-2023-104225,2023-03-20,2023-03-25,Standard Class,CU-0214,Corporate,West,Nevada,Office Supplies,Supplies,97.95,3,0.0,36.73
CA-2021-104226,2021-06-18,2021-06-23,Standard Class,CU-0704,Home Office,Central,Michigan,Office Supplies,Fasteners,6.29,1,0.2,3.09
CA-2023-104227,2023-02-24,2023-02-27,Second Class,CU-0702,Consumer,South,Mississippi,Office Supplies,Paper,30.86,1,0.0,19.01
CA-2020-104228,2020-05-21,2020-05-26,Standard Class,CU-0696,Home Office,South,Tennessee,Technology,Phones,1357.51,1,0.0,621.32
CA-2020-104229,2020-04-09,2020-04-14,Standard Class,CU-0130,Corporate,East,New York,Furniture,Furnishings,99.68,1,0.0,33.19
CA-2023-104230,2023-06-19,2023-06-24,Standard Class,CU-0412,Corporate,West,Montana,Technology,Accessories,309.88,1,0.0,142.67
CA-2020-104231,2020-08-09,2020-08-14,Standard Class,CU-0203,Corporate,West,Montana,Office Supplies,Appliances,430.67,3,0.4,52.27
CA-2023-104232,2023-05-18,2023-05-23,Standard Class,CU-0173,Home Office,Central,Texas,Technology,Machines,1770.04,2,0.15,289.1
CA-2021-104233,2021-10-18,2021-10-23,Standard Class,CU-0709,Consumer,West,California,Office Supplies,Paper,18.88,1,0.0,11.42
CA-2022-104234,2022-11-01,2022-11-03,First Class,CU-0355,Consumer,East,North Carolina,Technology,Machines,6944.0,3,0.1,1081.02
CA-2022-104235,2022-10-04,2022-10-09,Standard Class,CU-0010,Corporate,East,Pennsylvania,Furniture,Bookcases,622.91,1,0.0,204.74
CA-2020-104236,2020-11-19,2020-11-24,Standard Class,CU-0432,Corporate,East,Virginia,Office Supplies,Labels,33.56,1,0.0,19.99
CA-2020-104237,2020-09-22,2020-09-24,First Class,CU-0161,Consumer,West,California,Technology,Phones,123.0,3,0.0,55.77
CA-2022-104238,2022-09-19,2022-09-24,Standard Class,CU-0404,Consumer,East,Massachusetts,Office Supplies,Envelopes,36.45,1,0.0,17.41
CA-2022-104239,2022-05-20,2022-05-23,Second Class,CU-0480,Consumer,Central,Indiana,Technology,Phones,1178.61,1,0.1,459.27
CA-2020-104240,2020-11-17,2020-11-20,Second Class,CU-0496,Consumer,East,Virginia,Technology,Machines,1084.12,2,0.0,366.61
CA-2020-104241,2020-12-18,2020-12-20,First Class,CU-0622,Consumer,Central,Wisconsin,Technology,Phones,1630.28,4,0.0,645.94
CA-2021-104242,2021-09-23,2021-09-26,Second Class,CU-0463,Consumer,South,Kentucky,Technology,Accessories,1704.24,5,0.2,431.09
CA-2021-104243,2021-09-23,2021-09-25,First Class,CU-0322,Corporate,South,Louisiana,Furniture,Bookcases,1607.6,5,0.15,227.81
CA-2023-104244,2023-04-12,2023-04-17,Standard Class,CU-0600,Consumer,West,Nevada,Office Supplies,Binders,157.63,1,0.2,53.57
CA-2020-104245,2020-08-16,2020-08-21,Standard Class,CU-0537,Corporate,West,Montana,Furniture,Bookcases,1553.97,3,0.0,352.2
CA-2023-104246,2023-12-22,2023-12-27,Standard Class,CU-0363,Consumer,West,Washington,Furniture,Tables,97.99,1,0.2,-22.77
CA-2022-104247,2022-11-03,2022-11-03,Same Day,CU-0678,Consumer,South,Mississippi,Technology,Machines,1503.51,2,0.15,385.86
CA-2023-104248,2023-05-13,2023-05-18,Standard Class,CU-0611,Home Office,West,Utah,Technology,Phones,2207.45,3,0.2,365.84
CA-2022-104249,2022-01-12,2022-01-15,Second Class,CU-0231,Home Office,South,Arkansas,Technology,Copiers,7179.73,3,0.3,-46.18
CA-2022-104250,2022-10-15,2022-10-18,Second Class,CU-0576,Consumer,Central,Michigan,Technology,Accessories,360.46,1,0.2,127.11
CA-2020-104251,2020-04-23,2020-04-28,Standard Class,CU-0339,Consumer,Central,Iowa,Office Supplies,Fasteners,4.66,1,0.5,0.31
CA-2021-104252,2021-07-18,2021-07-23,Standard Class,CU-0787,Corporate,East,Massachusetts,Technology,Copiers,2257.6,2,0.2,525.68
CA-2023-104253,2023-10-15,2023-10-17,First Class,CU-0091,Home Office,South,Alabama,Technology,Accessories,430.11,1,0.0,206.79
CA-2021-104254,2021-08-23,2021-08-26,Second Class,CU-0143,Consumer,East,Pennsylvania,Office Supplies,Fasteners,32.94,2,0.0,17.9
CA-2021-104255,2021-08-02,2021-08-04,First Class,CU-0331,Consumer,Central,Minnesota,Technology,Accessories,247.63,2,0.2,75.71
CA-2023-104256,2023-04-26,2023-05-01,Standard Class,CU-0655,Home Office,West,Washington,Technology,Machines,9439.25,6,0.2,2138.72
CA-2021-104257,2021-10-06,2021-10-08,First Class,CU-0466,Consumer,East,Pennsylvania,Office Supplies,Appliances,64.17,1,0.15,19.94
CA-2021-104258,2021-12-04,2021-12-04,Same Day,CU-0166,Home Office,East,New Jersey,Office Supplies,Binders,511.36,5,0.2,206.24
CA-2021-104259,2021-11-11,2021-11-14,Second Class,CU-0654,Home Office,West,Colorado,Office Supplies,Supplies,256.92,3,0.0,100.96
CA-2022-104260,2022-08-14,2022-08-16,First Class,CU-0455,Home Office,West,Colorado,Technology,Phones,4134.69,3,0.0,1575.88
CA-2023-104261,2023-03-20,2023-03-25,Standard Class,CU-0554,Corporate,East,Virginia,Office Supplies,Fasteners,26.1,2,0.1,13.31
CA-2020-104262,2020-10-16,2020-10-21,Standard Class,CU-0184,Consumer,East,Massachusetts,Office Supplies,Appliances,49.86,1,0.5,-10.68
CA-2021-104263,2021-08-12,2021-08-15,Second Class,CU-0319,Home Office,Central,Minnesota,Technology,Phones,347.08,1,0.2,97.06
